id,edge1,edge2,node1,node2,capacity,is_closed,is_unbalanced,unbalancing_time
0,0,1,0,9,18275890,0,1,29535360
1,2,3,0,10,18333023,0,1,8168373
2,4,5,0,14,17721652,0,1,21503870
3,6,7,0,20,16086899,0,1,12780972
4,8,9,0,21,17406539,0,1,1111299
5,10,11,0,27,19720880,0,1,8289586
6,12,13,0,36,17517595,0,1,7672553
7,14,15,0,57,18009414,0,1,6957486
8,16,17,0,72,18820583,0,1,23554220
9,18,19,0,73,20599408,0,1,8255621
10,20,21,0,92,18476679,0,1,6668690
11,22,23,1,3,16196422,0,1,4292109
12,24,25,1,15,14651827,0,1,4418904
13,26,27,1,26,16520131,0,1,4931428
14,28,29,1,27,16777237,0,1,8995083
15,30,31,1,28,15792970,0,1,867470
16,32,33,1,34,19331272,0,1,6652336
17,34,35,1,43,19358978,0,1,8961048
18,36,37,1,53,19652001,0,1,7423217
19,38,39,1,54,20309658,0,1,11403554
20,40,41,1,71,19674074,0,1,6731209
21,42,43,1,82,20099210,0,1,4422989
22,44,45,1,84,17452722,0,1,2740796
23,46,47,2,9,21308261,0,1,6164157
24,48,49,2,26,18460351,0,1,25444828
25,50,51,2,43,18082393,0,1,7923419
26,52,53,2,44,15907967,0,1,4644016
27,54,55,2,54,16516748,0,1,11343107
28,56,57,2,63,16878502,0,1,3857687
29,58,59,2,65,18929675,0,1,4463361
30,60,61,2,68,17657980,0,1,14817541
31,62,63,2,86,20394149,0,1,43073638
32,64,65,2,87,18319160,0,1,5904252
33,66,67,2,93,18705950,0,1,15649986
34,68,69,3,12,17926114,0,1,29843504
35,70,71,3,31,18418046,0,1,33327179
36,72,73,3,33,15569465,0,1,3244870
37,74,75,3,35,16880125,0,1,7020111
38,76,77,3,36,16190273,0,1,4326808
39,78,79,3,45,15105402,0,1,3486588
40,80,81,3,59,18750336,0,1,44353316
41,82,83,3,73,18775328,0,1,15848748
42,84,85,3,83,14482897,0,1,1103914
43,86,87,3,87,13762997,0,1,12817405
44,88,89,3,97,18987819,0,1,2674297
45,90,91,4,19,15344844,0,1,15523688
46,92,93,4,20,19886435,0,1,16377407
47,94,95,4,42,15927830,0,1,7061844
48,96,97,4,49,17342076,0,1,4407151
49,98,99,4,79,16159795,0,1,7202720
50,100,101,4,82,20099884,0,1,3505656
51,102,103,5,24,19767428,0,1,11184498
52,104,105,5,35,15837082,0,1,13456075
